Hash ID,Add Item,Category,Name,Quality,Description
Items.Q114_Aldecaldo_Jacket,"Game.AddToInventory(""Items.Q114_Aldecaldo_Jacket"",1)",,,,
Items.q114_cassidy_revolver,"Game.AddToInventory(""Items.q114_cassidy_revolver"",1)",,,,
Items.Q114_Cyberspace_Jumpsuit,"Game.AddToInventory(""Items.Q114_Cyberspace_Jumpsuit"",1)",,,,
Items.Q115_Afterlife_Netrunner,"Game.AddToInventory(""Items.Q115_Afterlife_Netrunner"",1)",,,,
Items.q115_ammo,"Game.AddToInventory(""Items.q115_ammo"",1)",,,,
Items.q115_armor,"Game.AddToInventory(""Items.q115_armor"",1)",,,,
Items.q115_corpo_rifle,"Game.AddToInventory(""Items.q115_corpo_rifle"",1)",,,,
Items.Q115_Custom_Predator_Armor,"Game.AddToInventory(""Items.Q115_Custom_Predator_Armor"",1)",,,,
Items.Q115_Custom_Predator_Boots,"Game.AddToInventory(""Items.Q115_Custom_Predator_Boots"",1)",,,,
Items.q115_grenades,"Game.AddToInventory(""Items.q115_grenades"",1)",,,,
Items.q115_katana,"Game.AddToInventory(""Items.q115_katana"",1)",,,,
Items.q115_pistol,"Game.AddToInventory(""Items.q115_pistol"",1)",,,,
Items.q115_revolver,"Game.AddToInventory(""Items.q115_revolver"",1)",,,,
Items.q115_rifle,"Game.AddToInventory(""Items.q115_rifle"",1)",,,,
Items.q115_shotgun,"Game.AddToInventory(""Items.q115_shotgun"",1)",,,,
Items.q115_thrusters,"Game.AddToInventory(""Items.q115_thrusters"",1)",,,,
Items.q115_thrusters_rogue,"Game.AddToInventory(""Items.q115_thrusters_rogue"",1)",,,,
Items.q115_thrusters_weyland,"Game.AddToInventory(""Items.q115_thrusters_weyland"",1)",,,,
Items.q201_jacket,"Game.AddToInventory(""Items.q201_jacket"",1)",,,,
Items.Q201_SpaceHospitalPants,"Game.AddToInventory(""Items.Q201_SpaceHospitalPants"",1)",,,,
Items.Q201_SpaceHospitalShirt,"Game.AddToInventory(""Items.Q201_SpaceHospitalShirt"",1)",,,,
Items.q201_toy_cube,"Game.AddToInventory(""Items.q201_toy_cube"",1)",,,,
Items.Q202_Epilogue_Boots,"Game.AddToInventory(""Items.Q202_Epilogue_Boots"",1)",,,,
Items.Q202_Epilogue_TShirt,"Game.AddToInventory(""Items.Q202_Epilogue_TShirt"",1)",,,,
Items.Q203_Epilogue_Boots,"Game.AddToInventory(""Items.Q203_Epilogue_Boots"",1)",,,,
Items.Q203_Epilogue_Glasses,"Game.AddToInventory(""Items.Q203_Epilogue_Glasses"",1)",,,,
Items.Q203_Epilogue_Pants,"Game.AddToInventory(""Items.Q203_Epilogue_Pants"",1)",,,,
Items.Q203_Epilogue_TShirt,"Game.AddToInventory(""Items.Q203_Epilogue_TShirt"",1)",,,,
Items.Q203_folded_jacket,"Game.AddToInventory(""Items.Q203_folded_jacket"",1)",,,,
Items.q203_pants,"Game.AddToInventory(""Items.q203_pants"",1)",,,,
Items.q203_samurai_jacket,"Game.AddToInventory(""Items.q203_samurai_jacket"",1)",,,,
Items.Q203_Spacesuit_Helmet,"Game.AddToInventory(""Items.Q203_Spacesuit_Helmet"",1)",,,,
Items.Q203_Spacesuit_Outfit_NoHelmet,"Game.AddToInventory(""Items.Q203_Spacesuit_Outfit_NoHelmet"",1)",,,,
Items.Q203_Spacesuit_Outfit_WithHelmet,"Game.AddToInventory(""Items.Q203_Spacesuit_Outfit_WithHelmet"",1)",,,,
Items.q204_book,"Game.AddToInventory(""Items.q204_book"",1)",,,,
Items.q204_duffel_bag,"Game.AddToInventory(""Items.q204_duffel_bag"",1)",,,,
Items.q204_electric_guitar_anima_rebel,"Game.AddToInventory(""Items.q204_electric_guitar_anima_rebel"",1)",,,,
Items.q204_electric_guitar_ardor_session,"Game.AddToInventory(""Items.q204_electric_guitar_ardor_session"",1)",,,,
Items.q204_electric_guitar_deluze_orphean,"Game.AddToInventory(""Items.q204_electric_guitar_deluze_orphean"",1)",,,,
Items.q204_electric_guitar_lyridon_chroma,"Game.AddToInventory(""Items.q204_electric_guitar_lyridon_chroma"",1)",,,,
Items.q204_electric_guitar_noise_contagion,"Game.AddToInventory(""Items.q204_electric_guitar_noise_contagion"",1)",,,,
Items.q204_electric_guitar_tensor_paradize,"Game.AddToInventory(""Items.q204_electric_guitar_tensor_paradize"",1)",,,,
Items.Q204_Epilogue_Boots,"Game.AddToInventory(""Items.Q204_Epilogue_Boots"",1)",,,,
Items.Q204_Epilogue_Pants,"Game.AddToInventory(""Items.Q204_Epilogue_Pants"",1)",,,,
Items.Q204_Epilogue_TShirt,"Game.AddToInventory(""Items.Q204_Epilogue_TShirt"",1)",,,,
Items.q204_metamorphosis,"Game.AddToInventory(""Items.q204_metamorphosis"",1)",,,,
Items.q204_rogue_gun,"Game.AddToInventory(""Items.q204_rogue_gun"",1)",,,,
Items.q204_samurai_jacket,"Game.AddToInventory(""Items.q204_samurai_jacket"",1)",,,,
Items.q204_ticket,"Game.AddToInventory(""Items.q204_ticket"",1)",,,,
Items.q204_vinyl_kerry_eurodyne_second_conflict,"Game.AddToInventory(""Items.q204_vinyl_kerry_eurodyne_second_conflict"",1)",,,,
Items.q204_vinyl_killtrigger_clockwork_ziggurat,"Game.AddToInventory(""Items.q204_vinyl_killtrigger_clockwork_ziggurat"",1)",,,,
Items.q204_vinyl_lizzy_wizzy_fuck_all_walls,"Game.AddToInventory(""Items.q204_vinyl_lizzy_wizzy_fuck_all_walls"",1)",,,,
Items.q204_vinyl_neon_haze_radiator,"Game.AddToInventory(""Items.q204_vinyl_neon_haze_radiator"",1)",,,,
Items.q204_vinyl_point_break_candy_wax_destroyers,"Game.AddToInventory(""Items.q204_vinyl_point_break_candy_wax_destroyers"",1)",,,,
Items.q204_vinyl_quantum_lovers_pacific_heat,"Game.AddToInventory(""Items.q204_vinyl_quantum_lovers_pacific_heat"",1)",,,,
Items.q204_vinyl_samurai_blistering_love,"Game.AddToInventory(""Items.q204_vinyl_samurai_blistering_love"",1)",,,,
Items.q204_vinyl_samurai_chippin_in,"Game.AddToInventory(""Items.q204_vinyl_samurai_chippin_in"",1)",,,,
Items.q204_vinyl_slavoj_mcallister_liar_paradox,"Game.AddToInventory(""Items.q204_vinyl_slavoj_mcallister_liar_paradox"",1)",,,,
Items.q204_vinyl_tainted_overlord,"Game.AddToInventory(""Items.q204_vinyl_tainted_overlord"",1)",,,,
Items.q204_vinyl_the_cartesian_duelists,"Game.AddToInventory(""Items.q204_vinyl_the_cartesian_duelists"",1)",,,,
Items.q204_vinyl_the_reds,"Game.AddToInventory(""Items.q204_vinyl_the_reds"",1)",,,,
Items.q204_vinyl_the_unresolved_distant_light,"Game.AddToInventory(""Items.q204_vinyl_the_unresolved_distant_light"",1)",,,,
Items.q204_vinyl_us_cracks_baby,"Game.AddToInventory(""Items.q204_vinyl_us_cracks_baby"",1)",,,,
Items.q204_yeheyuan_cigarettes,"Game.AddToInventory(""Items.q204_yeheyuan_cigarettes"",1)",,,,
Items.QuickHackCraftingPart,"Game.AddToInventory(""Items.QuickHackCraftingPart"",1)",Componants,,,
Items.QuickHackEpicMaterial1,"Game.AddToInventory(""Items.QuickHackEpicMaterial1"",1)",Componants,Epic Quickhack Componets,Epic,
Items.QuickHackLegendaryMaterial1,"Game.AddToInventory(""Items.QuickHackLegendaryMaterial1"",1)",Componants,Legenary Quickhack Componets,Legendary,
Items.QuickHackRareMaterial1,"Game.AddToInventory(""Items.QuickHackRareMaterial1"",1)",Componants,Rare Quickhack Componets,Rare,
Items.QuickHackUncommonMaterial1,"Game.AddToInventory(""Items.QuickHackUncommonMaterial1"",1)",Componants,Uncommon Quickhack Componets,Uncommon,
Items.RareAjaxRecipe,"Game.AddToInventory(""Items.RareAjaxRecipe"",1)",,,,
Items.RareBuryaRecipe,"Game.AddToInventory(""Items.RareBuryaRecipe"",1)",,,,
Items.RareCopperheadRecipe,"Game.AddToInventory(""Items.RareCopperheadRecipe"",1)",,,,
Items.RareCrusherRecipe,"Game.AddToInventory(""Items.RareCrusherRecipe"",1)",,,,
Items.RareDefenderRecipe,"Game.AddToInventory(""Items.RareDefenderRecipe"",1)",,,,
Items.RareGradRecipe,"Game.AddToInventory(""Items.RareGradRecipe"",1)",,,,
Items.RareKnifeRecipe,"Game.AddToInventory(""Items.RareKnifeRecipe"",1)",,,,
Items.RareLexingtonRecipe,"Game.AddToInventory(""Items.RareLexingtonRecipe"",1)",,,,
Items.RareMaterial1,"Game.AddToInventory(""Items.RareMaterial1"",1)",Componants,Rare Item Componets,Rare,
Items.RareMaterial2,"Game.AddToInventory(""Items.RareMaterial2"",1)",Componants,Rare Upgrade Componets,Rare,
Items.RareMaterialBase,"Game.AddToInventory(""Items.RareMaterialBase"",1)",,,,
Items.RareNekomataRecipe,"Game.AddToInventory(""Items.RareNekomataRecipe"",1)",,,,
Items.RareNovaRecipe,"Game.AddToInventory(""Items.RareNovaRecipe"",1)",,,,
Items.RareNueRecipe,"Game.AddToInventory(""Items.RareNueRecipe"",1)",,,,
Items.RareOmahaRecipe,"Game.AddToInventory(""Items.RareOmahaRecipe"",1)",,,,
Items.RarePulsarRecipe,"Game.AddToInventory(""Items.RarePulsarRecipe"",1)",,,,
Items.RareQuasarRecipe,"Game.AddToInventory(""Items.RareQuasarRecipe"",1)",,,,
Items.RareSaratogaRecipe,"Game.AddToInventory(""Items.RareSaratogaRecipe"",1)",,,,
Items.RareSataraRecipe,"Game.AddToInventory(""Items.RareSataraRecipe"",1)",,,,
Items.RareShingenRecipe,"Game.AddToInventory(""Items.RareShingenRecipe"",1)",,,,
Items.RareSor22Recipe,"Game.AddToInventory(""Items.RareSor22Recipe"",1)",,,,
Items.RareTacticianRecipe,"Game.AddToInventory(""Items.RareTacticianRecipe"",1)",,,,
Items.RareTesteraRecipe,"Game.AddToInventory(""Items.RareTesteraRecipe"",1)",,,,
Items.RareUnityRecipe,"Game.AddToInventory(""Items.RareUnityRecipe"",1)",,,,
Items.RavenControlSplinter,"Game.AddToInventory(""Items.RavenControlSplinter"",1)",Quset Item,Raven Control Shard,,Allows you to issue commands to the Flathead
Items.RavenEpicMKIII,"Game.AddToInventory(""Items.RavenEpicMKIII"",1)",Cyberware - OS: Cyberdeck,Raven Microcyber MK.3,Epic,"Allows you to perform quickhacks on targets and devices while scanning. Increases time it takes for an enemy netrunner to hack you by 50%. Increases quickhack spread distance by 40%. Increases cyberdeck RAM recovery rate by 3 unit(s) per 60 sec.,"
Items.RavenLegendaryMKIV,"Game.AddToInventory(""Items.RavenLegendaryMKIV"",1)",Cyberware - OS: Cyberdeck,Raven Microcyber MK.4,Legendary,"Allows you to perform quickhacks on targets and devices while scanning. Increases time it takes for an enemy netrunner to hack you by 100%. Increases quickhack spread distance by 60%. Increases cyberdeck RAM recovery rate by 6 unit(s) per 60 sec.,"
Items.Recipe_AnimalsBerserkFragment1,"Game.AddToInventory(""Items.Recipe_AnimalsBerserkFragment1"",1)",,,,
Items.Recipe_ArasakaSandevistanFragment1,"Game.AddToInventory(""Items.Recipe_ArasakaSandevistanFragment1"",1)",,,,
Items.Recipe_ArmsCyberwareSharedFragment1,"Game.AddToInventory(""Items.Recipe_ArmsCyberwareSharedFragment1"",1)",,,,
Items.Recipe_ArmsCyberwareSharedFragment2,"Game.AddToInventory(""Items.Recipe_ArmsCyberwareSharedFragment2"",1)",,,,
Items.Recipe_ArmsCyberwareSharedFragment3,"Game.AddToInventory(""Items.Recipe_ArmsCyberwareSharedFragment3"",1)",,,,
Items.Recipe_ArmsCyberwareSharedFragment4,"Game.AddToInventory(""Items.Recipe_ArmsCyberwareSharedFragment4"",1)",,,,
Items.Recipe_Baton_Alpha,"Game.AddToInventory(""Items.Recipe_Baton_Alpha"",1)",,,,
Items.Recipe_Baton_Beta,"Game.AddToInventory(""Items.Recipe_Baton_Beta"",1)",,,,
Items.Recipe_BlindProgram,"Game.AddToInventory(""Items.Recipe_BlindProgram"",1)",,,,
Items.Recipe_Butchers_Knife,"Game.AddToInventory(""Items.Recipe_Butchers_Knife"",1)",,,,
Items.Recipe_Chefs_Knife,"Game.AddToInventory(""Items.Recipe_Chefs_Knife"",1)",,,,
Items.Recipe_ChemicalDamageCable,"Game.AddToInventory(""Items.Recipe_ChemicalDamageCable"",1)",,,,
Items.Recipe_ChemicalDamageEdge,"Game.AddToInventory(""Items.Recipe_ChemicalDamageEdge"",1)",,,,
Items.Recipe_ChemicalDamageKnuckles,"Game.AddToInventory(""Items.Recipe_ChemicalDamageKnuckles"",1)",,,,
Items.Recipe_ChemicalDamageRound,"Game.AddToInventory(""Items.Recipe_ChemicalDamageRound"",1)",,,,
Items.Recipe_CommsCallInProgram,"Game.AddToInventory(""Items.Recipe_CommsCallInProgram"",1)",,,,
Items.Recipe_CommsCallOutProgram,"Game.AddToInventory(""Items.Recipe_CommsCallOutProgram"",1)",,,,
Items.Recipe_CommsNoiseProgram,"Game.AddToInventory(""Items.Recipe_CommsNoiseProgram"",1)",,,,
Items.Recipe_Crowbar_Common,"Game.AddToInventory(""Items.Recipe_Crowbar_Common"",1)",,,,
Items.Recipe_DataMinerProgram,"Game.AddToInventory(""Items.Recipe_DataMinerProgram"",1)",,,,
Items.Recipe_DisableCyberwareProgram,"Game.AddToInventory(""Items.Recipe_DisableCyberwareProgram"",1)",,,,
Items.Recipe_ElectricDamageCable,"Game.AddToInventory(""Items.Recipe_ElectricDamageCable"",1)",,,,
Items.Recipe_ElectricDamageEdge,"Game.AddToInventory(""Items.Recipe_ElectricDamageEdge"",1)",,,,
Items.Recipe_ElectricDamageKnuckles,"Game.AddToInventory(""Items.Recipe_ElectricDamageKnuckles"",1)",,,,
Items.Recipe_ElectricDamageRound,"Game.AddToInventory(""Items.Recipe_ElectricDamageRound"",1)",,,,
Items.Recipe_EMPOverloadProgram,"Game.AddToInventory(""Items.Recipe_EMPOverloadProgram"",1)",,,,
Items.Recipe_ExplosiveDamageRound,"Game.AddToInventory(""Items.Recipe_ExplosiveDamageRound"",1)",,,,
Items.Recipe_FastRotor,"Game.AddToInventory(""Items.Recipe_FastRotor"",1)",,,,
Items.Recipe_GrenadeExplodeLvl3Program,"Game.AddToInventory(""Items.Recipe_GrenadeExplodeLvl3Program"",1)",,,,
Items.Recipe_HighChargedBattery,"Game.AddToInventory(""Items.Recipe_HighChargedBattery"",1)",,,,
Items.Recipe_HighChargedWiresBattery,"Game.AddToInventory(""Items.Recipe_HighChargedWiresBattery"",1)",,,,
Items.Recipe_Kanabo_Common,"Game.AddToInventory(""Items.Recipe_Kanabo_Common"",1)",,,,
Items.Recipe_Katana_1,"Game.AddToInventory(""Items.Recipe_Katana_1"",1)",,,,
Items.Recipe_Katana_2,"Game.AddToInventory(""Items.Recipe_Katana_2"",1)",,,,
Items.Recipe_Katana_3,"Game.AddToInventory(""Items.Recipe_Katana_3"",1)",,,,
Items.Recipe_Katana_4,"Game.AddToInventory(""Items.Recipe_Katana_4"",1)",,,,
Items.Recipe_KiroshiOpticsFragment1,"Game.AddToInventory(""Items.Recipe_KiroshiOpticsFragment1"",1)",,,,
Items.Recipe_KiroshiOpticsFragment2,"Game.AddToInventory(""Items.Recipe_KiroshiOpticsFragment2"",1)",,,,
Items.Recipe_KiroshiOpticsFragment3,"Game.AddToInventory(""Items.Recipe_KiroshiOpticsFragment3"",1)",,,,
Items.Recipe_KiroshiOpticsFragment4,"Game.AddToInventory(""Items.Recipe_KiroshiOpticsFragment4"",1)",,,,
Items.Recipe_KiroshiOpticsFragment5,"Game.AddToInventory(""Items.Recipe_KiroshiOpticsFragment5"",1)",,,,
Items.Recipe_Kukri_Common,"Game.AddToInventory(""Items.Recipe_Kukri_Common"",1)",,,,
Items.Recipe_LocomotionMalfunctionProgram,"Game.AddToInventory(""Items.Recipe_LocomotionMalfunctionProgram"",1)",,,,
Items.Recipe_LowChargedBattery,"Game.AddToInventory(""Items.Recipe_LowChargedBattery"",1)",,,,
Items.Recipe_LowChargedWiresBattery,"Game.AddToInventory(""Items.Recipe_LowChargedWiresBattery"",1)",,,,
Items.Recipe_Machete_Common,"Game.AddToInventory(""Items.Recipe_Machete_Common"",1)",,,,
Items.Recipe_MadnessLvl3Program,"Game.AddToInventory(""Items.Recipe_MadnessLvl3Program"",1)",,,,
Items.Recipe_MalfunctionProgram,"Game.AddToInventory(""Items.Recipe_MalfunctionProgram"",1)",,,,
Items.Recipe_MediumChargedBattery,"Game.AddToInventory(""Items.Recipe_MediumChargedBattery"",1)",,,,
Items.Recipe_MediumChargedWiresBattery,"Game.AddToInventory(""Items.Recipe_MediumChargedWiresBattery"",1)",,,,
Items.Recipe_MetalPlating,"Game.AddToInventory(""Items.Recipe_MetalPlating"",1)",,,,
Items.Recipe_NeoplasticPlating,"Game.AddToInventory(""Items.Recipe_NeoplasticPlating"",1)",,,,
Items.Recipe_OverheatProgram,"Game.AddToInventory(""Items.Recipe_OverheatProgram"",1)",,,,
Items.Recipe_OverloadProgram,"Game.AddToInventory(""Items.Recipe_OverloadProgram"",1)",,,,
Items.Recipe_OverrideAttitudeProgram,"Game.AddToInventory(""Items.Recipe_OverrideAttitudeProgram"",1)",,,,
Items.Recipe_PhysicalDamageCable,"Game.AddToInventory(""Items.Recipe_PhysicalDamageCable"",1)",,,,Monowire Physical Damage
Items.Recipe_PhysicalDamageEdge,"Game.AddToInventory(""Items.Recipe_PhysicalDamageEdge"",1)",,,,
Items.Recipe_PhysicalDamageKnuckles,"Game.AddToInventory(""Items.Recipe_PhysicalDamageKnuckles"",1)",,,,
Items.Recipe_PowerfulFabricEnhancer01,"Game.AddToInventory(""Items.Recipe_PowerfulFabricEnhancer01"",1)",Recipe - Mod - Clothing ,Coolit,Legendary,Grants Immunity to Burn
Items.Recipe_PowerfulFabricEnhancer02,"Game.AddToInventory(""Items.Recipe_PowerfulFabricEnhancer02"",1)",Recipe - Mod - Clothing ,Anti-Venom,Epic, Grants immunity to Poison
Items.Recipe_PowerfulFabricEnhancer03,"Game.AddToInventory(""Items.Recipe_PowerfulFabricEnhancer03"",1)",Recipe - Mod - Clothing ,Panacea,Legendary,Grants immunity to Poison and Shock
Items.Recipe_PowerfulFabricEnhancer04,"Game.AddToInventory(""Items.Recipe_PowerfulFabricEnhancer04"",1)",Recipe - Mod - Clothing ,Superinsulator ,Epic,Grants Immunity to Shock
Items.Recipe_PowerfulFabricEnhancer05,"Game.AddToInventory(""Items.Recipe_PowerfulFabricEnhancer05"",1)",Recipe - Mod - Clothing ,Soft-Sole,Epic,Allows you to land Silently
Items.Recipe_PowerfulFabricEnhancer06,"Game.AddToInventory(""Items.Recipe_PowerfulFabricEnhancer06"",1)",Recipe - Mod - Clothing ,Cut-It-Out,Epic,Grants immunity to Bleeding
Items.Recipe_PowerfulFabricEnhancer07,"Game.AddToInventory(""Items.Recipe_PowerfulFabricEnhancer07"",1)",Recipe - Mod - Clothing ,Predator,Legendary,"""+25% Bonus Damage Against High and Moderate-Threat Enemies"""
Items.Recipe_PowerfulFabricEnhancer08,"Game.AddToInventory(""Items.Recipe_PowerfulFabricEnhancer08"",1)",Recipe - Mod - Clothing ,Deadeye,Legendary,"""+15% Crit Chance +30% Crit Damage"""
Items.Recipe_PowerWeaponMod01,"Game.AddToInventory(""Items.Recipe_PowerWeaponMod01"",1)",Recipe - Mod - Range,Knockdown,Epic,Reduces enemy Armor by 15% for 10 sec.
Items.Recipe_PowerWeaponMod02,"Game.AddToInventory(""Items.Recipe_PowerWeaponMod02"",1)",Recipe - Mod - Range,Pulpify,Epic,Bullet spread is reduced after every shot by 80%
Items.Recipe_PowerWeaponMod03,"Game.AddToInventory(""Items.Recipe_PowerWeaponMod03"",1)",Recipe - Mod - Range,Focus,Epic,Eliminates horizontal recoil
Items.Recipe_PowerWeaponMod04,"Game.AddToInventory(""Items.Recipe_PowerWeaponMod04"",1)",Recipe - Mod - Range,Overpenetrate,Epic,"Increases projectile kinetic energy by 6 times, increasing the chance to knock down an enemy."
Items.Recipe_PowerWeaponMod05,"Game.AddToInventory(""Items.Recipe_PowerWeaponMod05"",1)",Recipe - Mod - Range,Stabilizer,Epic,Reduces weapon sway by 50%
Items.Recipe_PowerWeaponMod06,"Game.AddToInventory(""Items.Recipe_PowerWeaponMod06"",1)",Recipe - Mod - Range,Subsonic,Epic,Reduces weapon draw time by half. Increases damage by 20%
Items.Recipe_Preset_Achilles_Default,"Game.AddToInventory(""Items.Recipe_Preset_Achilles_Default"",1)",,,,
Items.Recipe_Preset_Ajax_Default,"Game.AddToInventory(""Items.Recipe_Preset_Ajax_Default"",1)",,,,
Items.Recipe_Preset_Ajax_Moron,"Game.AddToInventory(""Items.Recipe_Preset_Ajax_Moron"",1)",,,,
Items.Recipe_Preset_Base_Copperhead,"Game.AddToInventory(""Items.Recipe_Preset_Base_Copperhead"",1)",,,,
Items.Recipe_Preset_Base_Lexington,"Game.AddToInventory(""Items.Recipe_Preset_Base_Lexington"",1)",,,,
Items.Recipe_Preset_Base_Masamune,"Game.AddToInventory(""Items.Recipe_Preset_Base_Masamune"",1)",,,,
Items.Recipe_Preset_Baseball_Bat_Default,"Game.AddToInventory(""Items.Recipe_Preset_Baseball_Bat_Default"",1)",,,,
Items.Recipe_Preset_Burya_Comrade,"Game.AddToInventory(""Items.Recipe_Preset_Burya_Comrade"",1)",,,,
Items.Recipe_Preset_Burya_Default,"Game.AddToInventory(""Items.Recipe_Preset_Burya_Default"",1)",,,,
Items.Recipe_Preset_Carnage_Default,"Game.AddToInventory(""Items.Recipe_Preset_Carnage_Default"",1)",,,,
Items.Recipe_Preset_Copperhead_Genesis,"Game.AddToInventory(""Items.Recipe_Preset_Copperhead_Genesis"",1)",,,,
Items.Recipe_Preset_Crusher_Default,"Game.AddToInventory(""Items.Recipe_Preset_Crusher_Default"",1)",,,,
Items.Recipe_Preset_Defender_Default,"Game.AddToInventory(""Items.Recipe_Preset_Defender_Default"",1)",,,,
Items.Recipe_Preset_Dian_Yinglong,"Game.AddToInventory(""Items.Recipe_Preset_Dian_Yinglong"",1)",,,,
Items.Recipe_Preset_Grad_Default,"Game.AddToInventory(""Items.Recipe_Preset_Grad_Default"",1)",,,,
Items.Recipe_Preset_HMG_Default,"Game.AddToInventory(""Items.Recipe_Preset_HMG_Default"",1)",,,,
Items.Recipe_Preset_Igla_Default,"Game.AddToInventory(""Items.Recipe_Preset_Igla_Default"",1)",,,,
Items.Recipe_Preset_Igla_Sovereign,"Game.AddToInventory(""Items.Recipe_Preset_Igla_Sovereign"",1)",,,,
Items.Recipe_Preset_Kenshin_Default,"Game.AddToInventory(""Items.Recipe_Preset_Kenshin_Default"",1)",,,,
Items.Recipe_Preset_Liberty_Default,"Game.AddToInventory(""Items.Recipe_Preset_Liberty_Default"",1)",,,,
Items.Recipe_Preset_Nekomata_Breakthrough,"Game.AddToInventory(""Items.Recipe_Preset_Nekomata_Breakthrough"",1)",,,,
Items.Recipe_Preset_Nekomata_Default,"Game.AddToInventory(""Items.Recipe_Preset_Nekomata_Default"",1)",,,,
Items.Recipe_Preset_Nova_Default,"Game.AddToInventory(""Items.Recipe_Preset_Nova_Default"",1)",,,,
Items.Recipe_Preset_Nova_Doom_Doom_Legendary,"Game.AddToInventory(""Items.Recipe_Preset_Nova_Doom_Doom_Legendary"",1)",,,,
Items.Recipe_Preset_Nue_Default,"Game.AddToInventory(""Items.Recipe_Preset_Nue_Default"",1)",,,,
Items.Recipe_Preset_Omaha_Default,"Game.AddToInventory(""Items.Recipe_Preset_Omaha_Default"",1)",,,,
Items.Recipe_Preset_Overture_Default,"Game.AddToInventory(""Items.Recipe_Preset_Overture_Default"",1)",,,,
Items.Recipe_Preset_Pulsar_Buzzsaw,"Game.AddToInventory(""Items.Recipe_Preset_Pulsar_Buzzsaw"",1)",,,,
Items.Recipe_Preset_Pulsar_Default,"Game.AddToInventory(""Items.Recipe_Preset_Pulsar_Default"",1)",,,,
Items.Recipe_Preset_Quasar_Default,"Game.AddToInventory(""Items.Recipe_Preset_Quasar_Default"",1)",,,,
Items.Recipe_Preset_Saratoga_Default,"Game.AddToInventory(""Items.Recipe_Preset_Saratoga_Default"",1)",,,,
Items.Recipe_Preset_Satara_Default,"Game.AddToInventory(""Items.Recipe_Preset_Satara_Default"",1)",,,,
Items.Recipe_Preset_Sidewinder_Divided,"Game.AddToInventory(""Items.Recipe_Preset_Sidewinder_Divided"",1)",,,,
Items.Recipe_Preset_Sor22_Default,"Game.AddToInventory(""Items.Recipe_Preset_Sor22_Default"",1)",,,,
Items.Recipe_Preset_Tactician_Headsman,"Game.AddToInventory(""Items.Recipe_Preset_Tactician_Headsman"",1)",,,, 
Items.Recipe_Preset_Testera_Default,"Game.AddToInventory(""Items.Recipe_Preset_Testera_Default"",1)",,,,
Items.Recipe_Preset_Tire_Iron_Default,"Game.AddToInventory(""Items.Recipe_Preset_Tire_Iron_Default"",1)",,,,
Items.Recipe_Preset_Unity_Default,"Game.AddToInventory(""Items.Recipe_Preset_Unity_Default"",1)",,,,
Items.Recipe_Preset_Zhuo_Eight_Star,"Game.AddToInventory(""Items.Recipe_Preset_Zhuo_Eight_Star"",1)",,,,
Items.Recipe_SandevistanFragment1,"Game.AddToInventory(""Items.Recipe_SandevistanFragment1"",1)",,,,
Items.Recipe_SandevistanFragment2,"Game.AddToInventory(""Items.Recipe_SandevistanFragment2"",1)",,,,
Items.Recipe_SandevistanFragment3,"Game.AddToInventory(""Items.Recipe_SandevistanFragment3"",1)",,,,
Items.Recipe_SandevistanFragment4,"Game.AddToInventory(""Items.Recipe_SandevistanFragment4"",1)",,,,
Items.Recipe_SimpleFabricEnhancer01,"Game.AddToInventory(""Items.Recipe_SimpleFabricEnhancer01"",1)",Recipe - Mod - Clothing ,Armadillo ,,Increases Armor by 114.479
Items.Recipe_SimpleFabricEnhancer02,"Game.AddToInventory(""Items.Recipe_SimpleFabricEnhancer02"",1)",Recipe - Mod - Clothing ,Resist!,,Reduces damage from negative status effects by 5%
Items.Recipe_SimpleFabricEnhancer03,"Game.AddToInventory(""Items.Recipe_SimpleFabricEnhancer03"",1)",Recipe - Mod - Clothing ,Fortuna,Legendary,Increases Crit Chance by 15%
Items.Recipe_SimpleFabricEnhancer04,"Game.AddToInventory(""Items.Recipe_SimpleFabricEnhancer04"",1)",Recipe - Mod - Clothing ,Bully,Legendary,Increases Crit Damage by 30%
Items.Recipe_SimpleFabricEnhancer05,"Game.AddToInventory(""Items.Recipe_SimpleFabricEnhancer05"",1)",Recipe - Mod - Clothing ,Backpacker,,Increases carrying capacity by 5
Items.Recipe_SimpleWeaponMod01,"Game.AddToInventory(""Items.Recipe_SimpleWeaponMod01"",1)",Recipe - Mod - Weapon,Crunch ,,Increases damage by 5
Items.Recipe_SimpleWeaponMod02,"Game.AddToInventory(""Items.Recipe_SimpleWeaponMod02"",1)",Recipe - Mod - Weapon,Penetrator,,Increases Crit Chance by 2%
Items.Recipe_SimpleWeaponMod03,"Game.AddToInventory(""Items.Recipe_SimpleWeaponMod03"",1)",Recipe - Mod - Weapon,Pacifier,,Increases Crit Damage by 6%
Items.Recipe_SimpleWeaponMod04,"Game.AddToInventory(""Items.Recipe_SimpleWeaponMod04"",1)",Recipe - Mod - Weapon,Combat Amplifier,Rare,Increases chance to apply damage-related status effect by 5%
Items.Recipe_SimpleWeaponMod05,"Game.AddToInventory(""Items.Recipe_SimpleWeaponMod05"",1)",,,,
Items.Recipe_SimpleWeaponMod06,"Game.AddToInventory(""Items.Recipe_SimpleWeaponMod06"",1)",,,,
Items.Recipe_SlowRotor,"Game.AddToInventory(""Items.Recipe_SlowRotor"",1)",,,,
Items.Recipe_SuicideLvl3Program,"Game.AddToInventory(""Items.Recipe_SuicideLvl3Program"",1)",,,,
